Row_Label,Estimate,SE,P_Value
alpha[1],-0.5151338596169138,0.07465703329145458,5.200062602739308e-12
alpha[2],-0.04489238691329483,0.0823797952565416,0.5857919349589407
beta[1],1.2564008678238163,0.3008517288253634,2.9648902690970758e-5
beta[2],0.8476448560190255,0.3216131118194812,0.008398764389785374
lambda,0.04731489944990362,0.0019522532291029549,0.0
"sigma[1,1]",0.09443317556907821,0.004394990263523064,0.0
"sigma[2,1]",0.26947509194249414,0.008117441094253783,0.0
"sigma[3,1]",0.28668941979522183,0.011828096712491699,0.0
"sigma[4,1]",0.0943952802359882,0.016114522642542692,4.691039334758784e-9
"sigma[1,2]",0.030425963488843813,0.002587832876686958,0.0
"sigma[2,2]",0.2571046472751588,0.00799596279533715,0.0
"sigma[3,2]",0.46757679180887374,0.013048653522317167,0.0
"sigma[4,2]",0.8053097345132744,0.02178098595050413,0.0
